date,parking_usage,usage_time,source_rows,weather_code,precipitation_sum,snowfall_sum,weather_category,weather_label,weather_label_ko
2024-08-30,29471,2600997,28,1,0.0,0.0,clear,Clear,맑음
2024-08-31,37700,3167408,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-01,37723,3457236,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-02,24446,2413786,28,65,24.7,0.0,precipitation,Precipitation,비/눈
2024-09-03,26045,2518593,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-04,26696,2592637,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-05,22541,2316106,28,53,2.1,0.0,precipitation,Precipitation,비/눈
2024-09-06,26698,2486777,28,53,1.4,0.0,precipitation,Precipitation,비/눈
2024-09-07,43050,3628608,28,53,1.1,0.0,precipitation,Precipitation,비/눈
2024-09-08,42026,3825927,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-09,24745,2443671,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-09-10,24046,2367952,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2024-09-11,23017,2253522,28,63,4.4,0.0,precipitation,Precipitation,비/눈
2024-09-12,19025,1850626,28,61,19.5,0.0,precipitation,Precipitation,비/눈
2024-09-13,18588,1746135,28,63,18.5,0.0,precipitation,Precipitation,비/눈
2024-09-14,29567,2127274,28,55,2.2,0.0,precipitation,Precipitation,비/눈
2024-09-15,34727,2643273,28,51,0.8,0.0,precipitation,Precipitation,비/눈
2024-09-16,38707,1857759,28,53,0.9,0.0,precipitation,Precipitation,비/눈
2024-09-17,35438,1569642,28,63,4.6,0.0,precipitation,Precipitation,비/눈
2024-09-18,30870,1645103,28,51,0.9,0.0,precipitation,Precipitation,비/눈
2024-09-19,21087,2089545,28,53,1.3,0.0,precipitation,Precipitation,비/눈
2024-09-20,16674,1777934,28,65,64.8,0.0,precipitation,Precipitation,비/눈
2024-09-21,35057,2666755,28,63,15.5,0.0,precipitation,Precipitation,비/눈
2024-09-22,51258,4554754,28,51,0.6,0.0,precipitation,Precipitation,비/눈
2024-09-23,30254,2854117,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-24,15768,497991,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-25,19718,1388227,28,51,0.7,0.0,precipitation,Precipitation,비/눈
2024-09-26,29322,2917559,28,61,2.6,0.0,precipitation,Precipitation,비/눈
2024-09-27,34033,3114397,28,51,0.3,0.0,precipitation,Precipitation,비/눈
2024-09-28,49539,4843144,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-29,49011,4877324,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-09-30,31529,2984030,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-01,30827,2619424,28,63,5.2,0.0,precipitation,Precipitation,비/눈
2024-10-02,29633,2824317,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-03,44413,4616368,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-04,33215,3034727,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-05,34695,4269815,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-06,32916,3243591,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2024-10-07,24604,2585333,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-08,28494,2813104,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-10-09,43900,4800114,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-10,26790,2759013,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-10-11,31120,3015015,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-12,45347,4482926,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-13,42539,4451066,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-14,23751,2468297,28,51,0.3,0.0,precipitation,Precipitation,비/눈
2024-10-15,22513,2320264,28,55,1.3,0.0,precipitation,Precipitation,비/눈
2024-10-16,24501,2414376,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-17,27972,2799431,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-18,18753,1918870,28,65,42.9,0.0,precipitation,Precipitation,비/눈
2024-10-19,34474,3164713,28,63,4.8,0.0,precipitation,Precipitation,비/눈
2024-10-20,37388,3572885,28,2,0.0,0.0,cloudy,Cloudy,흐림
2024-10-21,21122,2307345,28,51,0.8,0.0,precipitation,Precipitation,비/눈
2024-10-22,8970,561610,28,63,9.3,0.0,precipitation,Precipitation,비/눈
2024-10-23,21795,2388539,28,53,1.3,0.0,precipitation,Precipitation,비/눈
2024-10-24,23885,2555078,28,1,0.0,0.0,clear,Clear,맑음
2024-10-25,26925,2643751,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-26,39388,4031819,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-10-27,31364,3080280,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-10-28,22348,2409208,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2024-10-29,21759,2342870,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-10-30,23850,2486678,28,2,0.0,0.0,cloudy,Cloudy,흐림
2024-10-31,24716,2515795,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-01,24980,2543817,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-02,37040,3470500,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-03,37559,3745148,28,53,0.9,0.0,precipitation,Precipitation,비/눈
2024-11-04,21019,2274122,28,51,0.9,0.0,precipitation,Precipitation,비/눈
2024-11-05,20315,2274648,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-06,20108,2233790,28,0,0.0,0.0,clear,Clear,맑음
2024-11-07,20425,2337081,28,0,0.0,0.0,clear,Clear,맑음
2024-11-08,21243,2235224,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-09,29104,2609635,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-10,32042,2973431,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-11,22133,2442252,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-12,21063,2282976,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-13,21819,2333510,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-14,19439,2167530,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2024-11-15,24160,2403604,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2024-11-16,23910,1941747,28,55,4.6,0.0,precipitation,Precipitation,비/눈
2024-11-17,23470,2016392,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-11-18,17887,2064209,28,2,0.0,0.0,cloudy,Cloudy,흐림
2024-11-19,17830,2038285,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-20,17691,1985074,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-21,18371,2128647,28,51,0.6,0.0,precipitation,Precipitation,비/눈
2024-11-22,19374,2034918,28,0,0.0,0.0,clear,Clear,맑음
2024-11-23,21940,1738553,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-24,22851,1971153,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-25,18681,2115661,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-26,14402,1701626,28,73,23.1,0.28,precipitation,Precipitation,비/눈
2024-11-27,12543,1098547,28,75,12.6,8.12,precipitation,Precipitation,비/눈
2024-11-28,11260,1160724,28,71,0.7,0.49,precipitation,Precipitation,비/눈
2024-11-29,14886,1676770,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-11-30,16229,1277211,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-01,18029,1639306,28,51,0.3,0.0,precipitation,Precipitation,비/눈
2024-12-02,16753,2010827,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-03,16341,1884415,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-04,16025,1849503,28,1,0.0,0.0,clear,Clear,맑음
2024-12-05,16479,1861438,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-06,17376,1825329,28,1,0.0,0.0,clear,Clear,맑음
2024-12-07,17405,1622073,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-08,15712,1330581,28,0,0.0,0.0,clear,Clear,맑음
2024-12-09,15982,1925293,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-10,16848,2012595,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-11,16909,1909744,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-12,16386,1877795,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-13,16941,1909900,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-14,18886,1978336,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-15,15965,1296258,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-16,16079,1910769,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-17,16027,1858372,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-18,15511,1807223,28,0,0.0,0.0,clear,Clear,맑음
2024-12-19,15752,1857018,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-20,15937,1798259,28,73,0.9,0.63,precipitation,Precipitation,비/눈
2024-12-21,14236,1149650,28,75,2.4,1.61,precipitation,Precipitation,비/눈
2024-12-22,15128,1237761,28,0,0.0,0.0,clear,Clear,맑음
2024-12-23,15897,1783394,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-24,17561,1838397,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-25,21492,1827542,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2024-12-26,15564,1761293,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-27,15447,1672866,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-28,15297,1248007,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-29,17161,1524665,28,3,0.0,0.0,cloudy,Cloudy,흐림
2024-12-30,16474,1877664,28,51,0.3,0.0,precipitation,Precipitation,비/눈
2024-12-31,18623,1688640,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-01-01,20779,1440286,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-02,15677,1937094,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-03,15170,1861213,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-04,16119,1337116,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-05,11832,904699,28,75,7.2,4.48,precipitation,Precipitation,비/눈
2025-01-06,14224,1798267,28,75,3.0,1.68,precipitation,Precipitation,비/눈
2025-01-07,14646,1813168,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-01-08,14159,1826898,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-09,12895,1624382,28,0,0.0,0.0,clear,Clear,맑음
2025-01-10,14619,1687900,28,0,0.0,0.0,clear,Clear,맑음
2025-01-11,13498,1054819,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-12,15578,1316936,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-13,14520,1831839,28,73,0.6,0.35,precipitation,Precipitation,비/눈
2025-01-14,14247,1530245,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2025-01-15,14868,1753115,28,1,0.0,0.0,clear,Clear,맑음
2025-01-16,14903,1810645,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-17,16429,1814911,28,1,0.0,0.0,clear,Clear,맑음
2025-01-18,17647,1447441,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-19,18850,1661170,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-20,15894,1913178,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-21,15195,1847728,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-22,16316,1860701,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-23,17280,1915577,28,0,0.0,0.0,clear,Clear,맑음
2025-01-24,17859,1803952,28,0,0.0,0.0,clear,Clear,맑음
2025-01-25,18351,1467139,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-26,18947,1602032,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-01-27,9752,634336,28,73,7.2,4.62,precipitation,Precipitation,비/눈
2025-01-28,8688,421050,28,71,0.1,0.07,precipitation,Precipitation,비/눈
2025-01-29,12168,462163,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-30,12197,601395,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-01-31,11106,1255176,28,73,2.9,1.96,precipitation,Precipitation,비/눈
2025-02-01,16286,1314575,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-02,18770,1597739,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-03,14846,1850272,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-04,14291,1665740,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-02-05,14345,1696356,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-06,14133,1613781,28,73,1.5,1.05,precipitation,Precipitation,비/눈
2025-02-07,11694,1317359,28,73,0.8,0.56,precipitation,Precipitation,비/눈
2025-02-08,13190,979374,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-02-09,15892,1343665,28,0,0.0,0.0,clear,Clear,맑음
2025-02-10,15625,1880795,28,71,0.1,0.07,precipitation,Precipitation,비/눈
2025-02-11,16797,1909204,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-12,13693,1552068,28,73,2.5,1.61,precipitation,Precipitation,비/눈
2025-02-13,16901,1879453,28,0,0.0,0.0,clear,Clear,맑음
2025-02-14,18851,1993596,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-15,20777,1694865,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-16,22050,1931160,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-17,16452,1915326,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-02-18,16212,1896642,28,1,0.0,0.0,clear,Clear,맑음
2025-02-19,16081,1837227,28,0,0.0,0.0,clear,Clear,맑음
2025-02-20,16144,1917445,28,0,0.0,0.0,clear,Clear,맑음
2025-02-21,17098,1838673,28,1,0.0,0.0,clear,Clear,맑음
2025-02-22,17805,1406655,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-23,18950,1799216,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-02-24,16680,1960323,28,0,0.0,0.0,clear,Clear,맑음
2025-02-25,17413,2019076,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-26,18732,2093675,28,1,0.0,0.0,clear,Clear,맑음
2025-02-27,20127,2218829,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-02-28,20925,2113001,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-01,21461,1996561,28,61,2.3,0.0,precipitation,Precipitation,비/눈
2025-03-02,16925,1410868,28,63,15.4,0.0,precipitation,Precipitation,비/눈
2025-03-03,15147,1117581,28,75,12.5,5.46,precipitation,Precipitation,비/눈
2025-03-04,14259,1782261,28,75,3.5,2.45,precipitation,Precipitation,비/눈
2025-03-05,17113,1986600,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-06,18481,2147629,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-07,20185,2202426,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-08,26229,2222080,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-09,30709,2670953,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-10,18672,2294064,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-11,18693,2313252,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-12,16512,2142320,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-03-13,18801,2264533,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-14,25198,2657872,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-15,36410,3212132,28,53,0.5,0.0,precipitation,Precipitation,비/눈
2025-03-16,18511,1459754,28,51,0.9,0.0,precipitation,Precipitation,비/눈
2025-03-17,16251,2180592,28,71,0.3,0.21,precipitation,Precipitation,비/눈
2025-03-18,13557,1757016,28,73,3.0,1.96,precipitation,Precipitation,비/눈
2025-03-19,16669,2112302,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-20,19847,2407366,28,0,0.0,0.0,clear,Clear,맑음
2025-03-21,23529,2553745,28,0,0.0,0.0,clear,Clear,맑음
2025-03-22,38343,3415751,28,0,0.0,0.0,clear,Clear,맑음
2025-03-23,42710,4073663,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-24,22757,2638084,28,53,0.7,0.0,precipitation,Precipitation,비/눈
2025-03-25,17834,2224115,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2025-03-26,23256,2668810,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-27,18116,2218359,28,63,6.6,0.0,precipitation,Precipitation,비/눈
2025-03-28,21327,2273436,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-03-29,21386,1742531,28,75,2.1,1.26,precipitation,Precipitation,비/눈
2025-03-30,21718,1805625,28,71,0.6,0.35,precipitation,Precipitation,비/눈
2025-03-31,19246,2304341,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-01,21301,2522747,28,0,0.0,0.0,clear,Clear,맑음
2025-04-02,17899,2280863,28,51,0.7,0.0,precipitation,Precipitation,비/눈
2025-04-03,23863,2629517,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-04-04,24748,2631926,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-05,15972,1264420,28,63,13.9,0.0,precipitation,Precipitation,비/눈
2025-04-06,38665,3480120,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-07,26442,2921565,28,1,0.0,0.0,clear,Clear,맑음
2025-04-08,28708,3169755,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-04-09,23063,2758885,28,53,1.2,0.0,precipitation,Precipitation,비/눈
2025-04-10,29100,3105287,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-11,37391,3690973,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-12,24389,2205086,28,75,15.0,2.24,precipitation,Precipitation,비/눈
2025-04-13,19687,1631609,28,75,7.4,3.29,precipitation,Precipitation,비/눈
2025-04-14,13853,1933978,28,75,11.9,3.64,precipitation,Precipitation,비/눈
2025-04-15,20934,2545557,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-04-16,24413,2860905,28,63,4.5,0.0,precipitation,Precipitation,비/눈
2025-04-17,25134,2879828,28,51,0.6,0.0,precipitation,Precipitation,비/눈
2025-04-18,29832,3139824,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-19,21403,1808255,28,65,27.6,0.0,precipitation,Precipitation,비/눈
2025-04-20,48967,4896313,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-21,27531,3162667,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-22,15537,1981717,28,63,24.6,0.0,precipitation,Precipitation,비/눈
2025-04-23,29108,3326777,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-24,25050,2785695,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-25,27526,2975603,28,1,0.0,0.0,clear,Clear,맑음
2025-04-26,46719,4737983,28,1,0.0,0.0,clear,Clear,맑음
2025-04-27,40510,4218569,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-28,24597,2894841,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-04-29,24616,2979048,28,1,0.0,0.0,clear,Clear,맑음
2025-04-30,29174,3238052,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-01,15683,1248100,28,63,21.3,0.0,precipitation,Precipitation,비/눈
2025-05-02,27506,2921304,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-05-03,23707,1935694,28,61,8.6,0.0,precipitation,Precipitation,비/눈
2025-05-04,45437,4591549,28,1,0.0,0.0,clear,Clear,맑음
2025-05-05,29758,2910807,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2025-05-06,33443,3461443,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-07,22523,2841974,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-05-08,22763,2804792,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-09,15350,1981816,28,65,28.2,0.0,precipitation,Precipitation,비/눈
2025-05-10,19111,1708393,28,55,6.2,0.0,precipitation,Precipitation,비/눈
2025-05-11,38163,4120876,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-12,23779,2987820,28,0,0.0,0.0,clear,Clear,맑음
2025-05-13,24117,2986168,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-14,25491,3090525,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2025-05-15,20832,2619885,28,55,4.8,0.0,precipitation,Precipitation,비/눈
2025-05-16,16975,2018605,28,63,20.6,0.0,precipitation,Precipitation,비/눈
2025-05-17,30655,3094482,28,61,2.6,0.0,precipitation,Precipitation,비/눈
2025-05-18,45090,4902097,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-19,19040,2693797,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2025-05-20,22930,2989958,28,51,0.3,0.0,precipitation,Precipitation,비/눈
2025-05-21,24306,3126470,28,51,0.2,0.0,precipitation,Precipitation,비/눈
2025-05-22,25466,3137343,28,53,0.7,0.0,precipitation,Precipitation,비/눈
2025-05-23,23982,3046970,28,55,1.3,0.0,precipitation,Precipitation,비/눈
2025-05-24,36849,3745972,28,51,0.6,0.0,precipitation,Precipitation,비/눈
2025-05-25,46835,5194329,28,2,0.0,0.0,cloudy,Cloudy,흐림
2025-05-26,25014,3130364,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-27,24461,3089387,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-05-28,24174,3131536,28,55,1.2,0.0,precipitation,Precipitation,비/눈
2025-05-29,24623,3059867,28,51,0.7,0.0,precipitation,Precipitation,비/눈
2025-05-30,30359,3558204,28,1,0.0,0.0,clear,Clear,맑음
2025-05-31,44822,4868088,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-01,42032,4616812,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-02,24124,2868408,28,51,0.9,0.0,precipitation,Precipitation,비/눈
2025-06-03,38562,4260824,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-06-04,23918,2853732,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-06-05,27169,3056014,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-06,44116,4848123,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-07,39911,4066975,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-08,38693,4048429,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2025-06-09,22479,2801013,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-10,22786,2932478,28,53,0.9,0.0,precipitation,Precipitation,비/눈
2025-06-11,24414,3026730,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-12,24131,2946132,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-13,21457,2715866,28,53,1.4,0.0,precipitation,Precipitation,비/눈
2025-06-14,38011,3667399,28,53,0.6,0.0,precipitation,Precipitation,비/눈
2025-06-15,27469,2654748,28,63,10.1,0.0,precipitation,Precipitation,비/눈
2025-06-16,19150,2496643,28,63,9.5,0.0,precipitation,Precipitation,비/눈
2025-06-17,23393,2873330,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-18,23477,2896834,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-19,21529,2662940,28,51,1.1,0.0,precipitation,Precipitation,비/눈
2025-06-20,14739,1717003,28,63,48.0,0.0,precipitation,Precipitation,비/눈
2025-06-21,30316,2781071,28,51,1.8,0.0,precipitation,Precipitation,비/눈
2025-06-22,42066,4362510,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-23,24174,2858692,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-06-24,19326,2568130,28,53,0.9,0.0,precipitation,Precipitation,비/눈
2025-06-25,16848,2255600,28,63,12.0,0.0,precipitation,Precipitation,비/눈
2025-06-26,22378,2732956,28,51,0.5,0.0,precipitation,Precipitation,비/눈
2025-06-27,24989,2775218,28,51,0.7,0.0,precipitation,Precipitation,비/눈
2025-06-28,27377,2462691,28,63,10.5,0.0,precipitation,Precipitation,비/눈
2025-06-29,32841,3174151,28,51,1.2,0.0,precipitation,Precipitation,비/눈
2025-06-30,21333,2697287,28,51,1.1,0.0,precipitation,Precipitation,비/눈
2025-07-01,20491,2642519,28,61,5.4,0.0,precipitation,Precipitation,비/눈
2025-07-02,21783,2805597,28,51,1.0,0.0,precipitation,Precipitation,비/눈
2025-07-03,21933,2724947,28,51,0.7,0.0,precipitation,Precipitation,비/눈
2025-07-04,23476,2684887,28,51,0.8,0.0,precipitation,Precipitation,비/눈
2025-07-05,34454,3520054,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2025-07-06,31882,3303917,28,51,0.5,0.0,precipitation,Precipitation,비/눈
2025-07-07,20053,2587088,28,51,1.1,0.0,precipitation,Precipitation,비/눈
2025-07-08,18788,2420549,28,1,0.0,0.0,clear,Clear,맑음
2025-07-09,20599,2595842,28,1,0.0,0.0,clear,Clear,맑음
2025-07-10,21419,2587827,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-11,25001,2734112,28,1,0.0,0.0,clear,Clear,맑음
2025-07-12,34594,3429465,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-13,30177,2996561,28,55,2.6,0.0,precipitation,Precipitation,비/눈
2025-07-14,17476,2427522,28,65,43.7,0.0,precipitation,Precipitation,비/눈
2025-07-15,20188,2593928,28,63,16.3,0.0,precipitation,Precipitation,비/눈
2025-07-16,15098,2064491,28,65,47.7,0.0,precipitation,Precipitation,비/눈
2025-07-17,13492,1605000,28,63,29.2,0.0,precipitation,Precipitation,비/눈
2025-07-18,19148,2059632,28,65,54.5,0.0,precipitation,Precipitation,비/눈
2025-07-19,17139,1449289,28,65,43.8,0.0,precipitation,Precipitation,비/눈
2025-07-20,23907,2193825,28,63,23.0,0.0,precipitation,Precipitation,비/눈
2025-07-21,19215,2133863,26,51,1.6,0.0,precipitation,Precipitation,비/눈
2025-07-22,21349,2575309,28,55,4.4,0.0,precipitation,Precipitation,비/눈
2025-07-23,21797,2661485,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-24,22191,2656624,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-25,24185,2644884,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-26,29070,2667927,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-27,27531,2552304,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-07-28,21919,2677462,28,1,0.0,0.0,clear,Clear,맑음
2025-07-29,22112,2689744,28,51,0.4,0.0,precipitation,Precipitation,비/눈
2025-07-30,22627,2792469,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-07-31,22383,2191479,28,51,0.1,0.0,precipitation,Precipitation,비/눈
2025-08-01,25145,2946283,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-08-02,29754,2884498,28,3,0.0,0.0,cloudy,Cloudy,흐림
2025-08-03,24485,2443204,28,63,3.5,0.0,precipitation,Precipitation,비/눈
2025-08-04,20532,2480302,28,61,4.5,0.0,precipitation,Precipitation,비/눈
